#ID,TF,index
0,172,344
2139,91,898
2140,18,898
2141,213,898
2142,347,898
2143,201,898
2144,342,114
2145,114,342
2146,342,532
2147,342,126
2148,126,342
2149,342,284
2150,284,342
2151,342,85
2152,85,342
2153,342,593
2154,342,3
2155,3,342
2156,342,251
2157,251,342
2158,342,165
2159,165,342
2160,342,699
2161,260,645
2162,0,302
2163,302,0
2164,0,35
2165,35,0
2166,85,409
2167,409,85
2168,85,422
2169,85,886
2170,85,171
2171,171,85
2172,85,248
2173,248,85
2174,85,87
2175,87,85
2176,85,149
2177,149,85
2178,85,197
2179,197,85
2180,85,218
2181,218,85
2182,85,194
2183,194,85
2184,85,196
2185,196,85
2186,85,74
2187,74,85
2188,85,211
2189,211,85
2190,85,137
2191,137,85
2192,85,317
2193,317,85
2194,85,224
2195,224,85
2196,85,421
2197,85,360
2198,360,85
2199,161,361
2200,361,161
2201,161,62
2202,62,161
2203,161,297
2204,297,161
2205,161,285
2206,285,161
2207,161,132
2208,132,161
2209,274,537
2210,145,357
2211,357,145
2212,145,10
2213,10,145
2214,145,588
2215,145,831
2216,361,595
2217,108,595
2218,82,595
2219,130,595
2220,244,595
2221,132,595
2222,206,595
2223,20,595
2224,27,107
2225,107,27
2226,27,282
2227,282,27
2228,27,14
2229,14,27
2230,27,149
2231,149,27
2232,27,621
2233,25,109
2234,109,25
2235,113,26
2236,26,113
2237,158,458
2238,307,458
2239,367,458
2240,180,458
2241,246,458
2242,206,248
2243,248,206
2244,206,91
2245,91,206
2246,206,297
2247,297,206
2248,206,80
2249,80,206
2250,206,299
2251,299,206
2252,3,527
2253,3,622
2254,336,149
2255,149,336
2256,336,126
2257,126,336
2258,175,692
2259,114,692
2260,369,692
2261,340,692
2262,396,692
2263,247,115
2264,115,247
2265,247,549
2266,247,101
2267,101,247
2268,247,348
2269,348,247
2270,247,122
2271,122,247
2272,247,60
2273,60,247
2274,247,296
2275,296,247
2276,247,180
2277,180,247
2278,247,400
2279,400,247
2280,247,192
2281,192,247
2282,247,148
2283,148,247
2284,158,504
2285,26,504
2286,307,504
2287,180,504
2288,192,348
2289,348,192
2290,192,122
2291,122,192
2292,192,158
2293,158,192
2294,192,26
2295,26,192
2296,192,115
2297,115,192
2298,192,549
2299,192,66
2300,66,192
2301,192,23
2302,23,192
2303,192,101
2304,101,192
2305,192,94
2306,94,192
2307,192,60
2308,60,192
2309,192,162
2310,162,192
2311,192,296
2312,296,192
2313,192,180
2314,180,192
2315,313,758
2316,248,758
2317,223,758
2318,21,758
2319,91,758
2320,10,758
2321,213,758
2322,201,758
2323,409,274
2324,274,409
2325,409,304
2326,304,409
2327,409,552
2328,409,265
2329,265,409
2330,409,211
2331,211,409
2332,409,384
2333,384,409
2334,409,16
2335,16,409
2336,409,123
2337,123,409
2338,409,421
2339,409,49
2340,49,409
2341,409,414
2342,20,289
2343,289,20
2344,20,122
2345,122,20
2346,20,361
2347,361,20
2348,20,26
2349,26,20
2350,20,108
2351,108,20
2352,20,120
2353,120,20
2354,20,403
2355,403,20
2356,20,82
2357,82,20
2358,20,285
2359,285,20
2360,20,84
2361,84,20
2362,20,275
2363,275,20
2364,20,101
2365,101,20
2366,20,288
2367,288,20
2368,20,80
2369,80,20
2370,20,130
2371,130,20
2372,20,132
2373,132,20
2374,20,60
2375,60,20
2376,20,296
2377,296,20
2378,20,128
2379,128,20
2380,20,148
2381,148,20
2382,311,135
2383,135,311
2384,311,6
2385,6,311
2386,311,126
2387,126,311
2388,302,21
2389,21,302
2390,302,384
2391,384,302
2392,302,248
2393,248,302
2394,302,509
2395,302,213
2396,213,302
2397,302,683
2398,122,348
2399,348,122
2400,122,402
2401,402,122
2402,122,289
2403,289,122
2404,122,158
2405,158,122
2406,122,361
2407,361,122
2408,122,115
2409,115,122
2410,122,304
2411,304,122
2412,122,108
2413,108,122
2414,122,306
2415,306,122
2416,122,817
2417,122,120
2418,120,122
2419,122,78
2420,78,122
2421,122,403
2422,403,122
2423,122,188
2424,188,122
2425,122,173
2426,173,122
2427,122,324
2428,324,122
2429,122,146
2430,146,122
2431,122,82
2432,82,122
2433,122,285
2434,285,122
2435,122,749
2436,122,211
2437,211,122
2438,122,275
2439,275,122
2440,122,101
2441,101,122
2442,122,288
2443,288,122
2444,122,130
2445,130,122
2446,122,355
2447,355,122
2448,122,248
2449,248,122
2450,122,132
2451,132,122
2452,122,199
2453,199,122
2454,122,60
2455,60,122
2456,122,296
2457,296,122
2458,122,200
2459,200,122
2460,122,180
2461,180,122
2462,122,249
2463,249,122
2464,122,400
2465,400,122
2466,122,314
2467,314,122
2468,122,228
2469,228,122
2470,122,347
2471,347,122
2472,122,30
2473,30,122
2474,122,128
2475,128,122
2476,122,654
2477,122,148
2478,148,122
2479,386,126
2480,126,386
2481,15,158
2482,158,15
2483,15,101
2484,101,15
2485,15,248
2486,248,15
2487,15,188
2488,188,15
2489,15,118
2490,118,15
2491,15,377
2492,377,15
2493,15,60
2494,60,15
2495,15,296
2496,296,15
2497,15,180
2498,180,15
2499,375,158
2500,158,375
2501,375,367
2502,367,375
2503,375,877
2504,375,307
2505,307,375
2506,375,351
2507,351,375
2508,375,180
2509,180,375
2510,295,51
2511,51,295
2512,295,299
2513,299,295
2514,295,149
2515,149,295
2516,149,453
2517,48,61
2518,61,48
2519,48,391
2520,391,48
2521,354,83
2522,83,354
2523,354,238
2524,238,354
2525,354,49
2526,49,354
2527,201,783
2528,21,767
2529,21,774
2530,21,725
2531,21,313
2532,313,21
2533,21,248
2534,248,21
2535,21,728
2536,21,797
2537,21,462
2538,21,720
2539,21,753
2540,21,106
2541,106,21
2542,21,829
2543,21,213
2544,213,21
2545,21,654
2546,21,148
2547,148,21
2548,222,383
2549,383,222
2550,158,823
2551,307,823
2552,367,823
2553,246,823
2554,212,304
2555,304,212
2556,212,297
2557,297,212
2558,212,904
2559,212,828
2560,212,169
2561,169,212
2562,212,211
2563,211,212
2564,212,80
2565,80,212
2566,212,305
2567,305,212
2568,212,339
2569,339,212
2570,45,361
2571,361,45
2572,45,26
2573,26,45
2574,45,8
2575,8,45
2576,45,76
2577,76,45
2578,45,120
2579,120,45
2580,45,67
2581,67,45
2582,45,146
2583,146,45
2584,45,82
2585,82,45
2586,45,84
2587,84,45
2588,45,41
2589,41,45
2590,45,161
2591,161,45
2592,45,254
2593,254,45
2594,45,128
2595,128,45
2596,274,752
2597,67,114
2598,114,67
2599,67,8
2600,8,67
2601,67,401
2602,401,67
2603,67,146
2604,146,67
2605,357,193
2606,193,357
2607,357,10
2608,10,357
2609,357,588
2610,357,831
2611,357,290
2612,290,357
2613,403,289
2614,289,403
2615,403,58
2616,58,403
2617,403,108
2618,108,403
2619,403,120
2620,120,403
2621,403,285
2622,285,403
2623,403,275
2624,275,403
2625,403,101
2626,101,403
2627,403,41
2628,41,403
2629,403,130
2630,130,403
2631,403,39
2632,39,403
2633,403,128
2634,128,403
2635,403,361
2636,361,403
2637,403,328
2638,328,403
2639,403,82
2640,82,403
2641,403,288
2642,288,403
2643,403,132
2644,132,403
2645,403,60
2646,60,403
2647,403,296
2648,296,403
2649,403,148
2650,148,403
2651,316,437
2652,158,471
2653,367,471
2654,282,194
2655,194,282
2656,307,690
2657,179,570
2658,179,181
2659,181,179
2660,179,621
2661,313,848
2662,404,355
2663,355,404
2664,80,757
2665,80,171
2666,171,80
2667,80,248
2668,248,80
2669,80,149
2670,149,80
2671,80,339
2672,339,80
2673,80,395
2674,395,80
2675,80,91
2676,91,80
2677,80,304
2678,304,80
2679,80,218
2680,218,80
2681,80,196
2682,196,80
2683,80,828
2684,80,153
2685,153,80
2686,193,588
2687,91,833
2688,55,833
2689,351,833
2690,347,619
2691,347,301
2692,301,347
2693,347,774
2694,347,173
2695,173,347
2696,347,101
2697,101,347
2698,347,248
2699,248,347
2700,347,352
2701,352,347
2702,347,149
2703,149,347
2704,347,126
2705,126,347
2706,347,402
2707,402,347
2708,347,304
2709,304,347
2710,347,306
2711,306,347
2712,347,194
2713,194,347
2714,347,297
2715,297,347
2716,347,720
2717,347,392
2718,392,347
2719,347,749
2720,347,118
2721,118,347
2722,347,211
2723,211,347
2724,347,132
2725,132,347
2726,347,60
2727,60,347
2728,347,106
2729,106,347
2730,347,296
2731,296,347
2732,347,351
2733,351,347
2734,347,190
2735,190,347
2736,347,249
2737,249,347
2738,347,201
2739,201,347
2740,347,421
2741,347,148
2742,148,347
2743,98,865
2744,369,175
2745,175,369
2746,369,114
2747,114,369
2748,369,566
2749,369,728
2750,369,340
2751,340,369
2752,369,747
2753,369,831
2754,369,396
2755,396,369
2756,369,699
2757,166,30
2758,30,166
2759,213,797
2760,271,568
2761,355,115
2762,115,355
2763,355,107
2764,107,355
2765,355,173
2766,173,355
2767,355,101
2768,101,355
2769,355,14
2770,14,355
2771,355,278
2772,278,355
2773,355,859
2774,355,382
2775,382,355
2776,355,149
2777,149,355
2778,355,126
2779,126,355
2780,355,438
2781,355,253
2782,253,355
2783,355,315
2784,315,355
2785,355,321
2786,321,355
2787,355,366
2788,366,355
2789,355,60
2790,60,355
2791,355,264
2792,264,355
2793,355,106
2794,106,355
2795,355,296
2796,296,355
2797,355,363
2798,363,355
2799,355,317
2800,317,355
2801,355,190
2802,190,355
2803,355,148
2804,148,355
2805,146,8
2806,8,146
2807,146,101
2808,101,146
2809,146,60
2810,60,146
2811,146,296
2812,296,146
2813,146,148
2814,148,146
2815,367,158
2816,158,367
2817,367,904
2818,367,483
2819,367,246
2820,246,367
2821,367,307
2822,307,367
2823,367,828
2824,290,570
2825,290,193
2826,193,290
2827,290,244
2828,244,290
2829,290,571
2830,290,61
2831,61,290
2832,290,315
2833,315,290
2834,290,487
2835,290,654
2836,290,628
2837,59,322
2838,322,59
2839,59,249
2840,249,59
2841,55,63
2842,63,55
2843,55,274
2844,274,55
2845,55,265
2846,265,55
2847,55,196
2848,196,55
2849,55,800
2850,55,6
2851,6,55
2852,55,517
2853,55,351
2854,351,55
2855,8,397
2856,397,8
2857,194,795
2858,175,831
2859,114,831
2860,237,831
2861,149,831
2862,340,831
2863,197,831
2864,194,831
2865,10,831
2866,396,831
2867,360,831
2868,16,377
2869,377,16
2870,16,378
2871,378,16
2872,16,194
2873,194,16
2874,352,377
2875,377,352
2876,352,248
2877,248,352
2878,352,106
2879,106,352
2880,352,224
2881,224,352
2882,352,201
2883,201,352
2884,57,672
2885,57,14
2886,14,57
2887,57,325
2888,325,57
2889,305,297
2890,297,305
2891,188,158
2892,158,188
2893,188,78
2894,78,188
2895,188,392
2896,392,188
2897,188,324
2898,324,188
2899,188,101
2900,101,188
2901,188,60
2902,60,188
2903,188,296
2904,296,188
2905,188,180
2906,180,188
2907,188,228
2908,228,188
2909,188,654
2910,188,148
2911,148,188
2912,199,33
2913,33,199
2914,199,304
2915,304,199
2916,199,306
2917,306,199
2918,199,749
2919,199,211
2920,211,199
2921,199,101
2922,101,199
2923,199,60
2924,60,199
2925,199,296
2926,296,199
2927,199,249
2928,249,199
2929,199,148
2930,148,199
2931,199,49
2932,49,199
2933,208,65
2934,65,208
2935,208,800
2936,112,92
2937,92,112
2938,112,52
2939,52,112
2940,112,230
2941,230,112
2942,112,167
2943,167,112
2944,112,378
2945,378,112
2946,112,106
2947,106,112
2948,221,301
2949,301,221
2950,200,304
2951,304,200
2952,200,173
2953,173,200
2954,200,749
2955,200,211
2956,211,200
2957,200,101
2958,101,200
2959,200,60
2960,60,200
2961,200,296
2962,296,200
2963,200,249
2964,249,200
2965,200,148
2966,148,200
2967,134,313
2968,313,134
2969,134,213
2970,213,134
2971,134,654
2972,293,63
2973,63,293
2974,126,150
2975,150,126
2976,126,330
2977,330,126
2978,126,265
2979,265,126
2980,126,236
2981,236,126
2982,126,284
2983,284,126
2984,126,309
2985,309,126
2986,126,135
2987,135,126
2988,126,3
2989,3,126
2990,126,260
2991,260,126
2992,126,165
2993,165,126
2994,126,49
2995,49,126
2996,91,792
2997,378,248
2998,248,378
2999,378,462
3000,378,194
3001,194,378
3002,378,118
3003,118,378
3004,378,377
3005,377,378
3006,397,505
3007,165,593
3008,284,593
3009,3,593
3010,327,248
3011,248,327
3012,395,148
3013,148,395
3014,244,474
3015,61,474
3016,218,534
3017,392,534
3018,211,402
3019,402,211
3020,211,304
3021,304,211
3022,211,218
3023,218,211
3024,211,685
3025,211,306
3026,306,211
3027,211,196
3028,196,211
3029,211,171
3030,171,211
3031,211,173
3032,173,211
3033,211,749
3034,211,169
3035,169,211
3036,211,101
3037,101,211
3038,211,248
3039,248,211
3040,211,60
3041,60,211
3042,211,296
3043,296,211
3044,211,149
3045,149,211
3046,211,249
3047,249,211
3048,211,148
3049,148,211
3050,211,414
3051,114,517
3052,231,517
3053,296,348
3054,348,296
3055,296,402
3056,402,296
3057,296,289
3058,289,296
3059,296,158
3060,158,296
3061,296,361
3062,361,296
3063,296,26
3064,26,296
3065,296,115
3066,115,296
3067,296,304
3068,304,296
3069,296,549
3070,296,62
3071,62,296
3072,296,108
3073,108,296
3074,296,306
3075,306,296
3076,296,817
3077,296,120
3078,120,296
3079,296,78
3080,78,296
3081,296,66
3082,66,296
3083,296,173
3084,173,296
3085,296,324
3086,324,296
3087,296,82
3088,82,296
3089,296,23
3090,23,296
3091,296,285
3092,285,296
3093,296,749
3094,296,275
3095,275,296
3096,296,101
3097,101,296
3098,296,94
3099,94,296
3100,296,288
3101,288,296
3102,296,130
3103,130,296
3104,296,248
3105,248,296
3106,296,132
3107,132,296
3108,296,60
3109,60,296
3110,296,162
3111,162,296
3112,296,180
3113,180,296
3114,296,249
3115,249,296
3116,296,400
3117,400,296
3118,296,314
3119,314,296
3120,296,228
3121,228,296
3122,296,128
3123,128,296
3124,296,654
3125,296,148
3126,148,296
3127,296,246
3128,246,296
3129,244,570
3130,244,119
3131,119,244
3132,244,195
3133,195,244
3134,244,571
3135,244,61
3136,61,244
3137,244,123
3138,123,244
3139,244,487
3140,244,628
3141,14,109
3142,109,14
3143,14,700
3144,14,345
3145,345,14
3146,149,274
3147,274,149
3148,149,171
3149,171,149
3150,149,672
3151,149,109
3152,109,149
3153,149,339
3154,339,149
3155,149,438
3156,149,368
3157,368,149
3158,149,218
3159,218,149
3160,149,10
3161,10,149
3162,149,196
3163,196,149
3164,149,712
3165,149,800
3166,149,321
3167,321,149
3168,149,700
3169,149,351
3170,351,149
3171,149,190
3172,190,149
3173,149,383
3174,383,149
3175,92,230
3176,230,92
3177,92,253
3178,253,92
3179,268,132
3180,132,268
3181,84,707
3182,10,500
3183,360,422
3184,360,171
3185,171,360
3186,360,173
3187,173,360
3188,360,237
3189,237,360
3190,360,561
3191,360,218
3192,218,360
3193,360,194
3194,194,360
3195,360,135
3196,135,360
3197,360,391
3198,391,360
3199,344,350
3200,350,344
3201,49,265
3202,265,49
3203,49,309
3204,309,49
3205,274,438
3206,98,438
3207,317,438
3208,190,438
3209,76,683
3210,301,683
3211,313,683
3212,287,683
3213,156,173
3214,173,156
3215,156,345
3216,345,156
3217,73,108
3218,108,73
3219,73,153
3220,153,73
3221,240,265
3222,265,240
3223,240,203
3224,203,240
3225,240,248
3226,248,240
3227,240,270
3228,270,240
3229,240,366
3230,366,240
3231,41,361
3232,361,41
3233,41,26
3234,26,41
3235,41,120
3236,120,41
3237,41,328
3238,328,41
3239,41,82
3240,82,41
3241,41,285
3242,285,41
3243,41,84
3244,84,41
3245,41,161
3246,161,41
3247,41,254
3248,254,41
3249,41,273
3250,273,41
3251,98,274
3252,274,98
3253,98,817
3254,313,829
3255,213,829
3256,39,82
3257,82,39
3258,76,658
3259,313,658
3260,287,658
3261,167,728
3262,304,757
3263,304,774
3264,304,173
3265,173,304
3266,304,169
3267,169,304
3268,304,101
3269,101,304
3270,304,248
3271,248,304
3272,304,634
3273,304,339
3274,339,304
3275,304,414
3276,304,402
3277,402,304
3278,304,306
3279,306,304
3280,304,749
3281,304,828
3282,304,377
3283,377,304
3284,304,60
3285,60,304
3286,304,249
3287,249,304
3288,304,148
3289,148,304
3290,313,793
3291,287,793
3292,6,557
3293,6,193
3294,193,6
3295,6,503
3296,6,135
3297,135,6
3298,287,422
3299,287,76
3300,76,287
3301,287,301
3302,301,287
3303,287,880
3304,287,392
3305,392,287
3306,287,313
3307,313,287
3308,287,753
3309,287,509
3310,287,214
3311,214,287
3312,287,351
3313,351,287
3314,106,169
3315,169,106
3316,106,248
3317,248,106
3318,106,194
3319,194,106
3320,106,392
3321,392,106
3322,106,377
3323,377,106
3324,106,317
3325,317,106
3326,106,213
3327,213,106
3328,106,224
3329,224,106
3330,106,201
3331,201,106
3332,150,330
3333,330,150
3334,150,135
3335,135,150
3336,312,63
3337,63,312
3338,312,68
3339,68,312
3340,312,402
3341,402,312
3342,312,322
3343,322,312
3344,394,184
3345,184,394
3346,394,259
3347,259,394
3348,195,487
3349,61,487
3350,270,203
3351,203,270
3352,270,413
3353,270,137
3354,137,270
3355,270,366
3356,366,270
3357,118,398
3358,398,118
3359,118,52
3360,52,118
3361,118,377
3362,377,118
3363,118,248
3364,248,118
3365,118,214
3366,214,118
3367,118,391
3368,391,118
3369,118,190
3370,190,118
3371,118,224
3372,224,118
3373,118,421
3374,313,725
3375,213,725
3376,398,248
3377,248,398
3378,398,478
3379,317,817
3380,317,123
3381,123,317
3382,317,87
3383,87,317
3384,317,351
3385,351,317
3386,317,584
3387,259,478
3388,351,478
3389,84,361
3390,361,84
3391,84,26
3392,26,84
3393,84,76
3394,76,84
3395,84,108
3396,108,84
3397,84,120
3398,120,84
3399,84,328
3400,328,84
3401,84,82
3402,82,84
3403,84,554
3404,84,161
3405,161,84
3406,84,254
3407,254,84
3408,84,128
3409,128,84
3410,84,849
3411,128,489
3412,158,904
3413,307,904
3414,180,904
3415,76,509
3416,313,509
3417,392,422
3418,392,218
3419,218,392
3420,392,76
3421,76,392
3422,392,313
3423,313,392
3424,392,654
3425,31,401
3426,401,31
3427,401,63
3428,63,401
3429,401,218
3430,218,401
3431,313,774
3432,213,774
3433,37,119
3434,119,37
3435,37,753
3436,368,256
3437,256,368
3438,10,454
3439,351,634
3440,115,348
3441,348,115
3442,115,549
3443,115,265
3444,265,115
3445,115,101
3446,101,115
3447,115,86
3448,86,115
3449,115,60
3450,60,115
3451,115,180
3452,180,115
3453,115,400
3454,400,115
3455,115,148
3456,148,115
3457,2,197
3458,197,2
3459,383,724
3460,320,61
3461,61,320
3462,320,377
3463,377,320
3464,307,158
3465,158,307
3466,307,828
3467,307,693
3468,307,483
3469,307,866
3470,307,246
3471,246,307
3472,313,720
3473,91,720
3474,213,720
3475,175,566
3476,114,566
3477,340,566
3478,396,566
3479,128,289
3480,289,128
3481,128,361
3482,361,128
3483,128,108
3484,108,128
3485,128,120
3486,120,128
3487,128,82
3488,82,128
3489,128,285
3490,285,128
3491,128,153
3492,153,128
3493,128,275
3494,275,128
3495,128,101
3496,101,128
3497,128,288
3498,288,128
3499,128,130
3500,130,128
3501,128,132
3502,132,128
3503,128,60
3504,60,128
3505,128,254
3506,254,128
3507,128,148
3508,148,128
3509,173,800
3510,322,800
3511,135,800
3512,351,800
3513,273,361
3514,361,273
3515,273,328
3516,328,273
3517,273,285
3518,285,273
3519,273,161
3520,161,273
3521,107,278
3522,278,107
3523,107,299
3524,299,107
3525,107,190
3526,190,107
3527,23,549
3528,23,66
3529,66,23
3530,23,101
3531,101,23
3532,23,60
3533,60,23
3534,23,180
3535,180,23
3536,158,483
3537,246,483
3538,223,871
3539,334,682
3540,334,322
3541,322,334
3542,334,249
3543,249,334
3544,284,532
3545,284,3
3546,3,284
3547,284,165
3548,165,284
3549,284,715
3550,94,549
3551,94,60
3552,60,94
3553,94,180
3554,180,94
3555,94,101
3556,101,94
3557,180,158
3558,158,180
3559,180,26
3560,26,180
3561,180,549
3562,180,101
3563,101,180
3564,180,162
3565,162,180
3566,180,246
3567,246,180
3568,180,348
3569,348,180
3570,180,62
3571,62,180
3572,180,66
3573,66,180
3574,180,60
3575,60,180
3576,180,148
3577,148,180
3578,175,728
3579,114,728
3580,313,728
3581,340,728
3582,91,728
3583,373,728
3584,10,728
3585,18,728
3586,396,728
3587,213,728
3588,201,728
3589,289,58
3590,58,289
3591,289,108
3592,108,289
3593,289,120
3594,120,289
3595,289,285
3596,285,289
3597,289,275
3598,275,289
3599,289,101
3600,101,289
3601,289,130
3602,130,289
3603,289,30
3604,30,289
3605,289,361
3606,361,289
3607,289,82
3608,82,289
3609,289,288
3610,288,289
3611,289,132
3612,132,289
3613,289,60
3614,60,289
3615,289,148
3616,148,289
3617,274,440
3618,91,568
3619,18,568
3620,313,568
3621,213,568
3622,201,568
3623,301,76
3624,76,301
3625,301,119
3626,119,301
3627,301,313
3628,313,301
3629,248,767
3630,248,173
3631,173,248
3632,248,101
3633,101,248
3634,248,214
3635,214,248
3636,248,197
3637,197,248
3638,248,402
3639,402,248
3640,248,91
3641,91,248
3642,248,306
3643,306,248
3644,248,194
3645,194,248
3646,248,297
3647,297,248
3648,248,52
3649,52,248
3650,248,749
3651,248,377
3652,377,248
3653,248,251
3654,251,248
3655,248,60
3656,60,248
3657,248,391
3658,391,248
3659,248,190
3660,190,248
3661,248,249
3662,249,248
3663,248,224
3664,224,248
3665,248,421
3666,248,148
3667,148,248
3668,274,34
3669,34,274
3670,274,631
3671,274,419
3672,274,193
3673,193,274
3674,274,817
3675,274,120
3676,120,274
3677,274,562
3678,274,726
3679,274,522
3680,274,859
3681,274,444
3682,274,876
3683,274,191
3684,191,274
3685,274,351
3686,351,274
3687,274,190
3688,190,274
3689,361,26
3690,26,361
3691,361,108
3692,108,361
3693,361,120
3694,120,361
3695,361,328
3696,328,361
3697,361,82
3698,82,361
3699,361,285
3700,285,361
3701,361,275
3702,275,361
3703,361,101
3704,101,361
3705,361,288
3706,288,361
3707,361,130
3708,130,361
3709,361,132
3710,132,361
3711,361,60
3712,60,361
3713,361,254
3714,254,361
3715,361,224
3716,224,361
3717,361,148
3718,148,361
3719,223,849
3720,191,193
3721,193,191
3722,191,181
3723,181,191
3724,253,173
3725,173,253
3726,253,130
3727,130,253
3728,253,153
3729,153,253
3730,119,123
3731,123,119
3732,351,63
3733,63,351
3734,351,34
3735,34,351
3736,351,259
3737,259,351
3738,351,382
3739,382,351
3740,351,340
3741,340,351
3742,351,12
3743,12,351
3744,351,46
3745,46,351
3746,351,676
3747,322,716
3748,249,716
3749,249,402
3750,402,249
3751,249,60
3752,60,249
3753,249,306
3754,306,249
3755,249,173
3756,173,249
3757,249,322
3758,322,249
3759,249,749
3760,249,148
3761,148,249
3762,249,101
3763,101,249
3764,339,828
3765,246,828
3766,195,628
3767,61,628
3768,194,767
3769,194,422
3770,194,313
3771,313,194
3772,194,377
3773,377,194
3774,194,237
3775,237,194
3776,194,561
3777,194,197
3778,197,194
3779,194,421
3780,377,339
3781,339,377
3782,377,201
3783,201,377
3784,3,532
3785,297,132
3786,132,297
3787,297,421
3788,373,3
3789,3,373
3790,373,321
3791,321,373
3792,373,123
3793,123,373
3794,18,213
3795,213,18
3796,18,201
3797,201,18
3798,120,178
3799,178,120
3800,120,26
3801,26,120
3802,120,108
3803,108,120
3804,120,328
3805,328,120
3806,120,82
3807,82,120
3808,120,285
3809,285,120
3810,120,275
3811,275,120
3812,120,101
3813,101,120
3814,120,288
3815,288,120
3816,120,130
3817,130,120
3818,120,132
3819,132,120
3820,120,161
3821,161,120
3822,120,60
3823,60,120
3824,120,254
3825,254,120
3826,120,30
3827,30,120
3828,120,421
3829,120,148
3830,148,120
3831,218,196
3832,196,218
3833,218,171
3834,171,218
3835,218,237
3836,237,218
3837,218,561
3838,218,321
3839,321,218
3840,407,183
3841,183,407
3842,285,108
3843,108,285
3844,285,328
3845,328,285
3846,285,82
3847,82,285
3848,285,275
3849,275,285
3850,285,101
3851,101,285
3852,285,288
3853,288,285
3854,285,130
3855,130,285
3856,285,132
3857,132,285
3858,285,60
3859,60,285
3860,285,254
3861,254,285
3862,285,30
3863,30,285
3864,285,148
3865,148,285
3866,5,51
3867,51,5
3868,5,10
3869,10,5
3870,5,383
3871,383,5
3872,173,749
3873,101,749
3874,402,749
3875,306,749
3876,60,749
3877,148,749
3878,76,880
3879,123,880
3880,3,685
3881,3,278
3882,278,3
3883,3,165
3884,165,3
3885,3,715
3886,382,63
3887,63,382
3888,382,30
3889,30,382
3890,88,26
3891,26,88
3892,265,63
3893,63,265
3894,265,309
3895,309,265
3896,265,196
3897,196,265
3898,265,135
3899,135,265
3900,265,137
3901,137,265
3902,265,366
3903,366,265
3904,265,123
3905,123,265
3906,197,767
3907,34,726
3908,299,51
3909,51,299
3910,299,62
3911,62,299
3912,195,570
3913,195,571
3914,195,61
3915,61,195
3916,313,654
3917,101,654
3918,228,654
3919,60,654
3920,213,654
3921,148,654
3922,78,62
3923,62,78
3924,78,235
3925,235,78
3926,78,101
3927,101,78
3928,78,22
3929,22,78
3930,78,60
3931,60,78
3932,78,228
3933,228,78
3934,78,148
3935,148,78
3936,175,114
3937,114,175
3938,175,340
3939,340,175
3940,175,747
3941,175,396
3942,396,175
3943,175,699
3944,181,193
3945,193,181
3946,181,61
3947,61,181
3948,11,422
3949,11,376
3950,376,11
3951,348,549
3952,348,101
3953,101,348
3954,348,60
3955,60,348
3956,348,400
3957,400,348
3958,348,148
3959,148,348
3960,66,549
3961,66,101
3962,101,66
3963,66,60
3964,60,66
3965,246,158
3966,158,246
3967,246,62
3968,62,246
3969,246,101
3970,101,246
3971,246,60
3972,60,246
3973,76,753
3974,313,753
3975,213,753
3976,313,422
3977,313,76
3978,76,313
3979,313,213
3980,213,313
3981,278,190
3982,190,278
3983,76,422
3984,76,214
3985,214,76
3986,132,108
3987,108,132
3988,132,82
3989,82,132
3990,132,275
3991,275,132
3992,132,101
3993,101,132
3994,132,288
3995,288,132
3996,132,130
3997,130,132
3998,132,60
3999,60,132
4000,132,148
4001,148,132
4002,86,400
4003,400,86
4004,86,133
4005,133,86
4006,340,114
4007,114,340
4008,340,747
4009,340,396
4010,396,340
4011,340,699
4012,384,229
4013,229,384
4014,384,148
4015,148,384
4016,22,173
4017,173,22
4018,190,584
4019,190,421
4020,62,158
4021,158,62
4022,62,108
4023,108,62
4024,62,153
4025,153,62
4026,62,101
4027,101,62
4028,62,60
4029,60,62
4030,275,108
4031,108,275
4032,275,101
4033,101,275
4034,275,130
4035,130,275
4036,275,82
4037,82,275
4038,275,60
4039,60,275
4040,275,148
4041,148,275
4042,328,198
4043,198,328
4044,328,161
4045,161,328
4046,328,254
4047,254,328
4048,321,196
4049,196,321
4050,26,549
4051,60,549
4052,162,549
4053,101,549
4054,63,402
4055,402,63
4056,63,51
4057,51,63
4058,63,196
4059,196,63
4060,63,322
4061,322,63
4062,322,51
4063,51,322
4064,114,747
4065,396,747
4066,26,82
4067,82,26
4068,26,101
4069,101,26
4070,26,161
4071,161,26
4072,26,60
4073,60,26
4074,26,254
4075,254,26
4076,61,570
4077,402,173
4078,173,402
4079,402,101
4080,101,402
4081,402,68
4082,68,402
4083,402,306
4084,306,402
4085,402,60
4086,60,402
4087,402,148
4088,148,402
4089,213,462
4090,162,193
4091,193,162
4092,162,101
4093,101,162
4094,162,60
4095,60,162
4096,214,391
4097,391,214
4098,214,224
4099,224,214
4100,339,757
4101,30,277
4102,277,30
4103,30,12
4104,12,30
4105,60,158
4106,158,60
4107,60,108
4108,108,60
4109,60,306
4110,306,60
4111,60,817
4112,60,173
4113,173,60
4114,60,324
4115,324,60
4116,60,82
4117,82,60
4118,60,101
4119,101,60
4120,60,288
4121,288,60
4122,60,130
4123,130,60
4124,60,400
4125,400,60
4126,60,314
4127,314,60
4128,60,228
4129,228,60
4130,60,148
4131,148,60
4132,254,82
4133,82,254
4134,254,161
4135,161,254
